analysis_level,location,sex,category,year,benchmark_rate,benchmark_lower,benchmark_upper,prev_group,next_group,prev_rate,next_rate,equivalent_age,lower_bound,upper_bound,equivalent_age_numeric,lower_bound_numeric,upper_bound_numeric
overall,Global,Both,Overall,2010,20811.69781556395,20343.491077959192,21279.427882736694,60 to 64,65 to 69,20626.0911210727,22381.85457270448,62.53,61.20,63.86,62.52856406800914,61.19522176278683,63.860548928321734
overall,Global,Both,Overall,2011,20811.69781556395,20343.491077959192,21279.427882736694,60 to 64,65 to 69,20547.06012052593,22390.70440653744,62.72,61.45,63.99,62.71770269635509,61.447916704672096,63.98619594833868
overall,Global,Both,Overall,2012,20811.69781556395,20343.491077959192,21279.427882736694,60 to 64,65 to 69,20445.39401913932,22233.833283290005,63.02,61.72,64.33,63.0240878842441,61.71510650872307,64.33173661615355
overall,Global,Both,Overall,2013,20811.69781556395,20343.491077959192,21279.427882736694,60 to 64,65 to 69,20379.90736414411,22178.61889714432,63.20,61.90,64.50,63.20027709696069,61.898771188384565,64.50045797252494
overall,Global,Both,Overall,2014,20811.69781556395,20343.491077959192,21279.427882736694,60 to 64,65 to 69,20354.9411776805,22191.22378717281,63.24,61.97,64.52,63.24369918748437,61.96882261025041,64.51727784241173
overall,Global,Both,Overall,2015,20811.69781556395,20343.491077959192,21279.427882736694,60 to 64,65 to 69,20361.622897233,22113.766885947345,63.28,61.95,64.62,63.28435482822733,61.94825819284661,64.61909121457862
overall,Global,Both,Overall,2016,20811.69781556395,20343.491077959192,21279.427882736694,60 to 64,65 to 69,20215.416060081727,22107.067937911674,63.58,62.34,64.81,63.576087446296576,62.338526922893415,64.812388038003
overall,Global,Both,Overall,2017,20811.69781556395,20343.491077959192,21279.427882736694,60 to 64,65 to 69,20071.88028675227,21984.895557665634,63.93,62.71,65.16,63.93364250683283,62.70990230798639,65.15613684413476
overall,Global,Both,Overall,2018,20811.69781556395,20343.491077959192,21279.427882736694,60 to 64,65 to 69,20004.526911340403,21908.69806922349,64.12,62.89,65.35,64.11948096388798,62.89005698152582,65.34765329817732
overall,Global,Both,Overall,2019,20811.69781556395,20343.491077959192,21279.427882736694,60 to 64,65 to 69,20085.44627989806,21810.121670875153,64.11,62.75,65.46,64.10547312110265,62.74809671260787,65.46146761612398
overall,Global,Both,Overall,2020,20811.69781556395,20343.491077959192,21279.427882736694,60 to 64,65 to 69,19940.2454655775,21760.384432201015,64.39,63.11,65.68,64.39391707437333,63.10773303515869,65.6787916794163
overall,Global,Both,Overall,2021,20811.69781556395,20343.491077959192,21279.427882736694,60 to 64,65 to 69,19884.14161471985,21739.254016408056,65.00,65.00,65.00,65,65,65
overall,Global,Female,Overall,1990,20811.69781556395,20343.491077959192,21279.427882736694,60 to 64,65 to 69,20520.03904474707,22255.731093914925,62.84,61.49,64.19,62.84018006234663,61.49141909455505,64.18756788784536
overall,Global,Female,Overall,1991,20811.69781556395,20343.491077959192,21279.427882736694,60 to 64,65 to 69,20443.22001165551,22247.87128898088,63.02,61.72,64.32,63.02091137644762,61.72368918319742,64.31681289783727
overall,Global,Female,Overall,1992,20811.69781556395,20343.491077959192,21279.427882736694,60 to 64,65 to 69,20451.21625631085,22142.035618157985,63.07,61.68,64.45,63.06599666229068,61.68144090142789,64.4491428390111
overall,Global,Female,Overall,1993,20811.69781556395,20343.491077959192,21279.427882736694,60 to 64,65 to 69,20253.71905039779,22059.690666134324,63.54,62.25,64.84,63.54481598798163,62.24854218853486,64.83977008110558
overall,Global,Female,Overall,1994,20811.69781556395,20343.491077959192,21279.427882736694,60 to 64,65 to 69,20271.313409988892,22027.414358069804,63.54,62.21,64.87,63.53859152050911,62.20550546382079,64.8703203931684
overall,Global,Female,Overall,1995,20811.69781556395,20343.491077959192,21279.427882736694,60 to 64,65 to 69,20259.017414065653,21894.049330425536,63.69,62.26,65.12,63.69012114065867,62.25832420470912,65.12046039731997
overall,Global,Female,Overall,1996,20811.69781556395,20343.491077959192,21279.427882736694,60 to 64,65 to 69,20130.673189253594,21804.41536751197,64.03,62.64,65.43,64.03443706909209,62.635754692299884,65.43169547976154
overall,Global,Female,Overall,1997,20811.69781556395,20343.491077959192,21279.427882736694,60 to 64,65 to 69,19908.79632194145,21796.83234264076,64.39,63.15,65.63,64.39111299711347,63.1511823695417,65.62978128004035
overall,Global,Female,Overall,1998,20811.69781556395,20343.491077959192,21279.427882736694,60 to 64,65 to 69,19971.407861212752,21792.829688612754,64.31,63.02,65.59,64.30668684680988,63.02140869058754,65.59065649111903
overall,Global,Female,Overall,1999,20811.69781556395,20343.491077959192,21279.427882736694,60 to 64,65 to 69,19971.229252584995,21740.97087955706,64.37,63.05,65.70,64.3745516016848,63.05174060354538,65.69601587659426
overall,Global,Female,Overall,2000,20811.69781556395,20343.491077959192,21279.427882736694,60 to 64,65 to 69,19822.504962226012,21620.22778371634,64.75,63.45,66.05,64.75123851550677,63.44901680477438,66.05213446448569
overall,Global,Female,Overall,2001,20811.69781556395,20343.491077959192,21279.427882736694,60 to 64,65 to 69,19857.628024650545,21626.83204173295,64.70,63.37,66.02,64.69632496224705,63.373112000135194,66.01819079189872
overall,Global,Female,Overall,2002,20811.69781556395,20343.491077959192,21279.427882736694,60 to 64,65 to 69,19739.501835575833,21475.964577091756,65.09,63.74,66.43,65.08729912353921,63.73913677484401,66.43408893938178
overall,Global,Female,Overall,2003,20811.69781556395,20343.491077959192,21279.427882736694,60 to 64,65 to 69,19701.05224991559,21425.847873694656,65.22,63.86,66.58,65.2196439692226,63.862362181311674,66.57554393999112
overall,Global,Female,Overall,2004,20811.69781556395,20343.491077959192,21279.427882736694,60 to 64,65 to 69,19614.458202970047,21409.016671278827,65.34,64.03,66.64,65.33574980625235,64.03123188200215,66.6389396310273
overall,Global,Female,Overall,2005,20811.69781556395,20343.491077959192,21279.427882736694,60 to 64,65 to 69,19560.344726468236,21315.979971200093,65.56,64.23,66.90,65.56381854616629,64.23037887237952,66.89590067591466
overall,Global,Female,Overall,2006,20811.69781556395,20343.491077959192,21279.427882736694,60 to 64,65 to 69,19531.883953997956,21260.874796629843,65.70,64.35,67.05,65.7010429147729,64.34705443183782,67.05365293340307
overall,Global,Female,Overall,2007,20811.69781556395,20343.491077959192,21279.427882736694,60 to 64,65 to 69,19550.690173725314,21283.984660713493,65.64,64.29,66.99,65.63760356738283,64.28697693953747,66.98685515355005
overall,Global,Female,Overall,2008,20811.69781556395,20343.491077959192,21279.427882736694,60 to 64,65 to 69,19370.26876283799,21158.162047322818,66.03,64.72,67.34,66.03108246234423,64.7217013553514,67.33913051876813
overall,Global,Female,Overall,2009,20811.69781556395,20343.491077959192,21279.427882736694,60 to 64,65 to 69,19308.181657325807,21113.86457081209,66.16,64.87,67.46,66.16328954272282,64.8668084880819,67.45845068003925
overall,Global,Female,Overall,2010,20811.69781556395,20343.491077959192,21279.427882736694,60 to 64,65 to 69,19216.044828709473,21080.621773428215,66.28,65.02,67.53,66.27886065891255,65.02332990988415,67.53311318117383
overall,Global,Female,Overall,2011,20811.69781556395,20343.491077959192,21279.427882736694,60 to 64,65 to 69,19184.458879965667,20982.163596641883,66.53,65.22,67.83,66.52587936301045,65.2236445375091,67.82678841340646
overall,Global,Female,Overall,2012,20811.69781556395,20343.491077959192,21279.427882736694,60 to 64,65 to 69,19093.598616509105,20957.107686758365,66.61,65.35,67.86,66.60984930656934,65.35359908198059,67.86482057190958
overall,Global,Female,Overall,2013,20811.69781556395,20343.491077959192,21279.427882736694,60 to 64,65 to 69,19087.729300673935,20950.19430629795,66.63,65.37,67.88,66.62819035440724,65.37123589837468,67.88386513422955
overall,Global,Female,Overall,2014,20811.69781556395,20343.491077959192,21279.427882736694,65 to 69,70 to 74,20801.78623513035,22582.318148713097,67.03,65.71,68.34,67.02783320073624,65.71303863279546,68.3412892067889
overall,Global,Female,Overall,2015,20811.69781556395,20343.491077959192,21279.427882736694,65 to 69,70 to 74,20751.97844933886,22456.260120479837,67.18,65.80,68.55,67.17520392091382,65.80158491904042,68.54742447310578
overall,Global,Female,Overall,2016,20811.69781556395,20343.491077959192,21279.427882736694,65 to 69,70 to 74,20748.708944088536,22536.198001386096,67.18,65.87,68.48,67.17619372610496,65.86651651243679,68.48453758774482
overall,Global,Female,Overall,2017,20811.69781556395,20343.491077959192,21279.427882736694,65 to 69,70 to 74,20639.73405229538,22392.945805951127,67.49,66.16,68.82,67.49042496694994,66.15514205937056,68.8243484539373
overall,Global,Female,Overall,2018,20811.69781556395,20343.491077959192,21279.427882736694,65 to 69,70 to 74,20611.251942403276,22354.52224773379,67.57,66.23,68.92,67.574913346908275,66.23201564431707,68.91644387646107
overall,Global,Female,Overall,2019,20811.69781556395,20343.491077959192,21279.427882736694,65 to 69,70 to 74,20535.688302388153,22316.437280853515,67.77,66.46,69.09,67.77498152887799,66.46034722817981,69.08827743085241
overall,Global,Female,Overall,2020,20811.69781556395,20343.491077959192,21279.427882736694,65 to 69,70 to 74,20413.812206753933,22240.821741201988,68.09,66.81,69.37,68.08889855610475,66.80755128129097,69.36894132094463
overall,Global,Female,Overall,2021,20811.69781556395,20343.491077959192,21279.427882736694,65 to 69,70 to 74,20345.180234201205,22135.687418980455,68.30,67.00,69.61,68.3027526092286,66.99528302299937,69.60889109096391
overall,Global,Male,Overall,1990,20811.69781556395,20343.491077959192,21279.427882736694,50 to 54,55 to 59,19593.37271798161,21340.570742861037,55.49,54.15,56.83,55.48651120317749,54.14663234875551,56.82502595798046
overall,Global,Male,Overall,1991,20811.69781556395,20343.491077959192,21279.427882736694,50 to 54,55 to 59,19503.546978890037,21233.55664442022,55.78,54.43,57.13,55.78076164179411,54.42757053849102,57.13257509258602
overall,Global,Male,Overall,1992,20811.69781556395,20343.491077959192,21279.427882736694,50 to 54,55 to 59,19392.24937036889,21144.012213027945,56.05,54.72,57.39,56.051485768017656,54.71509842664086,57.38651256440397
overall,Global,Male,Overall,1993,20811.69781556395,20343.491077959192,21279.427882736694,50 to 54,55 to 59,19359.145312400095,21084.528381141496,56.21,54.85,57.56,56.2093623424259,54.85254267122587,57.56480066695383
overall,Global,Male,Overall,1994,20811.69781556395,20343.491077959192,21279.427882736694,50 to 54,55 to 59,19351.929486069304,21109.834488470216,56.15,54.82,57.48,56.152011421268284,54.820293447415054,57.48237360390593
overall,Global,Male,Overall,1995,20811.69781556395,20343.491077959192,21279.427882736694,50 to 54,55 to 59,19303.120294590302,20998.228873073367,56.45,55.07,57.83,56.449796137317826,55.06874378601726,57.82944247121612
overall,Global,Male,Overall,1996,20811.69781556395,20343.491077959192,21279.427882736694,50 to 54,55 to 59,19177.212178969912,20987.848557187674,56.51,55.22,57.81,56.51356676651689,55.22063257156378,57.80518465512117
overall,Global,Male,Overall,1997,20811.69781556395,20343.491077959192,21279.427882736694,50 to 54,55 to 59,19143.707825195313,20853.316641176752,56.88,55.51,58.25,56.878279682393575,55.508940880358985,58.24622439231902
overall,Global,Male,Overall,1998,20811.69781556395,20343.491077959192,21279.427882736694,50 to 54,55 to 59,19040.7594226469,20862.663100463087,56.86,55.58,58.14,56.860131779962636,55.575193549402684,58.143761844679844
overall,Global,Male,Overall,1999,20811.69781556395,20343.491077959192,21279.427882736694,55 to 59,60 to 64,20774.94783371616,22614.452034124537,57.10,55.83,58.37,57.099890997366664,55.82724715806253,58.371239187462955
overall,Global,Male,Overall,2000,20811.69781556395,20343.491077959192,21279.427882736694,55 to 59,60 to 64,20733.094188847794,22491.89482521932,57.22,55.89,58.55,57.22345803467049,55.892418211502445,58.553142757032454
overall,Global,Male,Overall,2001,20811.69781556395,20343.491077959192,21279.427882736694,55 to 59,60 to 64,20715.20422027504,22462.852490071888,57.28,55.94,58.61,57.276066977997026,55.936533315256106,58.61423689255058
overall,Global,Male,Overall,2002,20811.69781556395,20343.491077959192,21279.427882736694,55 to 59,60 to 64,20656.784829658696,22474.594752310597,57.43,56.14,58.71,57.42609786637995,56.1382659215479,58.7126186993458
overall,Global,Male,Overall,2003,20811.69781556395,20343.491077959192,21279.427882736694,55 to 59,60 to 64,20497.78535307181,22389.122049197897,57.83,56.59,59.07,57.82986932769588,56.592102571084645,59.066375942649124
overall,Global,Male,Overall,2004,20811.69781556395,20343.491077959192,21279.427882736694,55 to 59,60 to 64,20526.124076062868,22261.084569465405,57.82,56.47,59.17,57.8229978163394,56.473668135965724,59.170953775427115
overall,Global,Male,Overall,2005,20811.69781556395,20343.491077959192,21279.427882736694,55 to 59,60 to 64,20438.132524706707,22192.389558022707,58.06,56.73,59.40,58.0647393277116,56.73025205272052,59.39786799212576
overall,Global,Male,Overall,2006,20811.69781556395,20343.491077959192,21279.427882736694,55 to 59,60 to 64,20375.78722443997,22150.51790514139,58.23,56.91,59.55,58.22810349723514,56.90901113382451,59.54585292327167
overall,Global,Male,Overall,2007,20811.69781556395,20343.491077959192,21279.427882736694,55 to 59,60 to 64,20262.174852021468,22136.807776648737,58.47,57.22,59.71,58.46568151109302,57.216885729652624,59.71320592248076
overall,Global,Male,Overall,2008,20811.69781556395,20343.491077959192,21279.427882736694,55 to 59,60 to 64,20260.255003309197,22098.675195801112,58.50,57.23,59.77,58.49977359503241,57.22637935274517,59.77187142414391
overall,Global,Male,Overall,2009,20811.69781556395,20343.491077959192,21279.427882736694,55 to 59,60 to 64,20154.82646917985,21989.30179027103,58.79,57.51,60.07,58.79035209368034,57.51421953353704,60.06518545282994
overall,Global,Male,Overall,2010,20811.69781556395,20343.491077959192,21279.427882736694,55 to 59,60 to 64,20085.46489699115,21833.12174545335,59.08,57.74,60.42,59.077733163726705,57.738206076310355,60.41589650964987
overall,Global,Male,Overall,2011,20811.69781556395,20343.491077959192,21279.427882736694,55 to 59,60 to 64,20066.01710085223,21848.501243698884,59.09,57.78,60.40,59.091689616718995,57.778335050610416,60.40370708697198
overall,Global,Male,Overall,2012,20811.69781556395,20343.491077959192,21279.427882736694,55 to 59,60 to 64,19947.711677465068,21763.468961519116,59.38,58.09,60.67,59.379134440727285,58.089846655083946,60.667109632346616
overall,Global,Male,Overall,2013,20811.69781556395,20343.491077959192,21279.427882736694,55 to 59,60 to 64,20009.69038284753,21789.777022057944,59.25,57.94,60.57,59.252720218921944,57.9375967656825,60.56650477544277
overall,Global,Male,Overall,2014,20811.69781556395,20343.491077959192,21279.427882736694,55 to 59,60 to 64,19840.29690214004,21616.436038008105,59.73,58.42,61.05,59.734585635232776,58.41653929485998,61.05129010316328
overall,Global,Male,Overall,2015,20811.69781556395,20343.491077959192,21279.427882736694,55 to 59,60 to 64,19812.601679949366,21706.530562015992,59.64,58.40,60.87,59.63762843756938,58.40155578975734,60.87244266845635
overall,Global,Male,Overall,2016,20811.69781556395,20343.491077959192,21279.427882736694,55 to 59,60 to 64,19738.65449593159,21510.737841426264,60.03,58.71,61.35,60.027632200145824,58.70656922984275,61.34735022684556
overall,Global,Male,Overall,2017,20811.69781556395,20343.491077959192,21279.427882736694,55 to 59,60 to 64,19700.338011111344,21462.449138422937,60.15,58.82,61.48,60.15348954792704,58.82495035891718,61.48067618196852
overall,Global,Male,Overall,2018,20811.69781556395,20343.491077959192,21279.427882736694,55 to 59,60 to 64,19672.79004178642,21453.258617592677,60.20,58.88,61.51,60.19833719407767,58.883495854087336,61.511839924562366
overall,Global,Male,Overall,2019,20811.69781556395,20343.491077959192,21279.427882736694,55 to 59,60 to 64,19532.05791779981,21395.69403280518,60.43,59.18,61.69,60.4331806715402,59.177016085989095,61.68806638502992
overall,Global,Male,Overall,2020,20811.69781556395,20343.491077959192,21279.427882736694,55 to 59,60 to 64,19494.840970942187,21257.5035424116,60.74,59.41,62.06,60.73541954636272,59.407295987199475,62.06219097370071
overall,Global,Male,Overall,2021,20811.69781556395,20343.491077959192,21279.427882736694,55 to 59,60 to 64,19454.030554703564,21213.39011653154,60.86,59.53,62.19,60.858413283779726,59.52779631450514,62.187675582745975
overall,Japan,Both,Overall,1990,20811.69781556395,20343.491077959192,21279.427882736694,60 to 64,65 to 69,19599.662821503905,21380.972917530507,65.40,64.09,66.71,65.40208871202049,64.08786852472927,66.71497092218722
overall,Japan,Both,Overall,1991,20811.69781556395,20343.491077959192,21279.427882736694,60 to 64,65 to 69,19528.90456153816,21358.302020246512,65.51,64.23,66.78,65.5060539958646,64.2263792718838,66.78442591265676
overall,Japan,Both,Overall,1992,20811.69781556395,20343.491077959192,21279.427882736694,60 to 64,65 to 69,19528.289605255897,21360.27189511137,65.50,64.22,66.78,65.50278552749903,64.22491635759101,66.77935372841117
overall,Japan,Both,Overall,1993,20811.69781556395,20343.491077959192,21279.427882736694,60 to 64,65 to 69,19428.864023223858,21256.66032917424,65.78,64.50,67.06,65.78278965724542,64.50199393597025,67.06228143007056
overall,Japan,Both,Overall,1994,20811.69781556395,20343.491077959192,21279.427882736694,60 to 64,65 to 69,19408.679596045557,21199.086731382,65.92,64.61,67.22,65.91815412212024,64.61061147340091,67.2243655919624
overall,Japan,Both,Overall,1995,20811.69781556395,20343.491077959192,21279.427882736694,60 to 64,65 to 69,19335.017467623464,21100.52019758462,66.18,64.86,67.51,66.18203926530597,64.85605225418688,67.50667631976987
overall,Japan,Both,Overall,1996,20811.69781556395,20343.491077959192,21279.427882736694,60 to 64,65 to 69,19372.83780574684,21088.82347303194,66.19,64.83,67.56,66.1925175636623,64.8282674229676,67.55537879289608
overall,Japan,Both,Overall,1997,20811.69781556395,20343.491077959192,21279.427882736694,60 to 64,65 to 69,19201.012011891577,21041.046161682498,66.38,65.10,67.65,66.37678236530391,65.10450506094529,67.64776439361542
overall,Japan,Both,Overall,1998,20811.69781556395,20343.491077959192,21279.427882736694,60 to 64,65 to 69,19143.294290084377,20932.322104249062,66.66,65.35,67.97,66.66287754798985,65.35432679797435,67.97009609280362
overall,Japan,Both,Overall,1999,20811.69781556395,20343.491077959192,21279.427882736694,60 to 64,65 to 69,19128.936397768775,20893.290222365224,66.77,65.44,68.09,66.76877538489217,65.44192492248037,68.09427501158899
overall,Japan,Both,Overall,2000,20811.69781556395,20343.491077959192,21279.427882736694,65 to 69,70 to 74,20777.335109262956,22588.82804091574,67.09,65.80,68.39,67.09484637146677,65.80252353259824,68.38585352639393
overall,Japan,Both,Overall,2001,20811.69781556395,20343.491077959192,21279.427882736694,65 to 69,70 to 74,20788.11466531424,22548.89142730463,67.07,65.74,68.40,67.06696803012966,65.7374220373841,68.39516044290326
overall,Japan,Both,Overall,2002,20811.69781556395,20343.491077959192,21279.427882736694,65 to 69,70 to 74,20648.659128791107,22456.8379287948,67.45,66.16,68.74,67.45083673907833,66.15614525833593,68.74421012441994
overall,Japan,Both,Overall,2003,20811.69781556395,20343.491077959192,21279.427882736694,65 to 69,70 to 74,20656.279671024437,22429.52516696188,67.44,66.12,68.76,67.43823076075925,66.11803358930884,68.75708387005609
overall,Japan,Both,Overall,2004,20811.69781556395,20343.491077959192,21279.427882736694,65 to 69,70 to 74,20541.52236728027,22332.69210094561,67.75,66.45,69.06,67.75418717502224,66.44720121829035,69.05984251963218
overall,Japan,Both,Overall,2005,20811.69781556395,20343.491077959192,21279.427882736694,65 to 69,70 to 74,20538.282935707455,22284.51447418619,67.78,66.44,69.12,67.78287121103851,66.44225077415003,69.12212679332004
overall,Japan,Both,Overall,2006,20811.69781556395,20343.491077959192,21279.427882736694,65 to 69,70 to 74,20339.37861516561,22248.709827544724,68.24,67.01,69.46,68.23687078841029,67.01076938031213,69.4617239310715
overall,Japan,Both,Overall,2007,20811.69781556395,20343.491077959192,21279.427882736694,65 to 69,70 to 74,20408.394034588546,22183.525969399885,68.14,66.82,69.45,68.13598255168078,66.8171883583508,69.4534341111967
overall,Japan,Both,Overall,2008,20811.69781556395,20343.491077959192,21279.427882736694,65 to 69,70 to 74,20403.843442448397,22099.886265843983,68.20,66.82,69.58,68.2023705047111,66.8220788895873,69.58125687692048
overall,Japan,Both,Overall,2009,20811.69781556395,20343.491077959192,21279.427882736694,65 to 69,70 to 74,20257.28422381846,22024.62481614702,68.57,67.24,69.89,68.56849674067358,67.24388862711275,69.89175630140285
overall,Japan,Both,Overall,2010,20811.69781556395,20343.491077959192,21279.427882736694,65 to 69,70 to 74,20163.280823111258,21947.177483051535,68.82,67.51,70.13,68.81741747437994,67.50510284282377,70.12839606881377
overall,Japan,Both,Overall,2011,20811.69781556395,20343.491077959192,21279.427882736694,65 to 69,70 to 74,20136.42687619792,21984.39392220317,68.83,67.56,70.09,68.8270643430189,67.56024863162166,70.09259033869029
overall,Japan,Both,Overall,2012,20811.69781556395,20343.491077959192,21279.427882736694,65 to 69,70 to 74,20160.516732041837,21917.79776353388,68.85,67.52,70.18,68.85280860560255,67.52061776869576,70.18364316988283
overall,Japan,Both,Overall,2013,20811.69781556395,20343.491077959192,21279.427882736694,65 to 69,70 to 74,20089.174720703224,21788.989863593324,69.13,67.75,70.50,69.1252990299647,67.74807063085568,70.50112530474858
overall,Japan,Both,Overall,2014,20811.69781556395,20343.491077959192,21279.427882736694,65 to 69,70 to 74,20070.69693309616,21743.0984346282,69.22,67.82,70.61,69.21537974520169,67.81557611797507,70.61375826478645
overall,Japan,Both,Overall,2015,20811.69781556395,20343.491077959192,21279.427882736694,65 to 69,70 to 74,19861.925523921283,21682.752432367794,69.61,68.32,70.89,69.60807956878503,68.32238147350527,70.89246872462137
overall,Japan,Both,Overall,2016,20811.69781556395,20343.491077959192,21279.427882736694,65 to 69,70 to 74,19851.14183047345,21685.675946763604,69.62,68.34,70.89,69.61798343394389,68.34189177272262,70.8927759358097
overall,Japan,Both,Overall,2017,20811.69781556395,20343.491077959192,21279.427882736694,65 to 69,70 to 74,19757.54601079473,21603.671689327264,69.86,68.59,71.12,69.85503803188296,68.58695876986616,71.1218262917823
overall,Japan,Both,Overall,2018,20811.69781556395,20343.491077959192,21279.427882736694,65 to 69,70 to 74,19713.19103251617,21529.696305292564,70.02,68.73,71.31,70.02368179027853,68.73492489917096,71.31112662785351
overall,Japan,Both,Overall,2019,20811.69781556395,20343.491077959192,21279.427882736694,65 to 69,70 to 74,19688.108266961135,21513.394867434683,70.08,68.80,71.36,70.07784418159679,68.79528741083188,71.35909521102799
overall,Japan,Both,Overall,2020,20811.69781556395,20343.491077959192,21279.427882736694,65 to 69,70 to 74,19640.49869336435,21318.67249117393,70.49,69.09,71.88,70.48950485262104,69.09451603139203,71.88307346805063
overall,Japan,Both,Overall,2021,20811.69781556395,20343.491077959192,21279.427882736694,65 to 69,70 to 74,19484.170007338136,21339.199344000517,70.58,69.32,71.84,70.57818548199981,69.31619267048134,71.83889348787505
overall,Japan,Female,Overall,1990,20811.69781556395,20343.491077959192,21279.427882736694,65 to 69,70 to 74,20122.476689578125,21885.54201976665,68.95,67.63,70.28,68.95461028637018,67.62679012682257,70.28107862297665
overall,Japan,Female,Overall,1991,20811.69781556395,20343.491077959192,21279.427882736694,65 to 69,70 to 74,20044.42008503408,21776.210983499743,69.22,67.86,70.57,69.21527244198381,67.86347316292655,70.5656954855139
overall,Japan,Female,Overall,1992,20811.69781556395,20343.491077959192,21279.427882736694,65 to 69,70 to 74,19972.89481578532,21689.7365882109,69.44,68.08,70.81,69.44286635277274,68.07929649699253,70.80504798967434
overall,Japan,Female,Overall,1993,20811.69781556395,20343.491077959192,21279.427882736694,65 to 69,70 to 74,19959.14051534469,21767.370091342953,69.36,68.06,70.65,69.3574365543396,68.06278142918417,70.65077362110704
